CGPA,Internships,Projects,Certifications,Aptitude,Chances,PlacementStatus,Improvement
5.72,0,1,0,50,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.46,0,1,0,63,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.2,0,1,0,57,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.6,0,1,0,54,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.71,1,2,1,66,High,Placed,Maintain consistency
6.42,1,2,1,74,High,Placed,Maintain consistency
6.98,1,2,1,66,High,Placed,Maintain consistency
7.84,1,2,1,67,High,Placed,Maintain consistency
7.45,1,2,1,68,High,Placed,Maintain consistency
7.53,1,2,1,67,High,Placed,Maintain consistency
6.8,1,2,1,67,High,Placed,Maintain consistency
7.4,1,2,1,76,High,Placed,Maintain consistency
7.43,1,2,1,70,High,Placed,Maintain consistency
6.41,1,2,1,64,High,Placed,Maintain consistency
6.34,0,1,0,95,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.49,0,1,0,88,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.48,0,1,0,86,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.54,0,1,0,82,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.63,0,1,0,98,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.81,0,1,0,94,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.11,0,1,0,94,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.37,0,1,0,96,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.96,0,1,0,88,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.4,0,1,0,90,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.68,2,1,0,73,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.23,3,1,0,66,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.92,2,1,0,74,High,Placed,"Improve projects, Gain certifications"
6.96,3,1,0,74,High,Placed,"Improve projects, Gain certifications"
6.22,3,1,0,60,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.48,2,1,0,70,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.17,2,1,0,56,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.18,3,1,0,66,High,Placed,"Improve projects, Gain certifications"
6.58,2,1,0,56,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.52,3,1,0,66,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
8.86,2,3,2,86,High,Placed,Maintain consistency
9.36,2,4,2,87,High,Placed,Maintain consistency
9.2,2,4,3,78,High,Placed,Maintain consistency
8.58,3,4,3,87,High,Placed,Maintain consistency
8.39,3,3,2,92,High,Placed,Maintain consistency
9.17,2,4,2,99,High,Placed,Maintain consistency
9.17,2,4,3,97,High,Placed,Maintain consistency
9.03,3,3,3,96,High,Placed,Maintain consistency
9.11,3,4,2,78,High,Placed,Maintain consistency
9.55,2,3,2,82,High,Placed,Maintain consistency
8.16,0,1,0,59,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.4,0,1,0,56,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.62,0,1,0,65,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
7.75,0,1,0,58,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.17,0,1,0,62,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
7.9,0,1,0,65,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.57,0,1,0,54,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
9.14,0,1,0,56,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.09,0,1,0,57,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.38,0,1,0,61,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.7,3,4,2,95,High,Placed,Improve CGPA
6.38,3,4,3,74,High,Placed,Improve CGPA
6.12,3,3,3,90,High,Placed,Improve CGPA
5.44,2,4,3,87,High,Placed,Improve CGPA
6.45,2,3,3,90,High,Placed,Improve CGPA
5.54,2,3,2,85,High,Placed,Improve CGPA
5.61,2,4,3,83,High,Placed,Improve CGPA
5.61,3,3,2,72,High,Placed,Improve CGPA
6.41,3,3,3,87,High,Placed,Improve CGPA
6.58,2,4,3,76,High,Placed,Improve CGPA
5.03,0,1,0,55,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.24,0,1,0,55,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.61,0,1,0,57,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.06,0,1,0,53,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.64,0,1,0,44,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.21,0,1,0,62,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.06,0,1,0,47,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.61,0,1,0,56,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.21,0,1,0,52,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.48,0,1,0,62,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.6,1,2,1,65,High,Placed,Maintain consistency
6.52,1,2,1,74,High,Placed,Maintain consistency
7.13,1,2,1,72,High,Placed,Maintain consistency
7.42,1,2,1,70,High,Placed,Maintain consistency
7.25,1,2,1,69,High,Placed,Maintain consistency
7.42,1,2,1,70,High,Placed,Maintain consistency
6.81,1,2,1,65,High,Placed,Maintain consistency
6.98,1,2,1,70,High,Placed,Maintain consistency
7.49,1,2,1,72,High,Placed,Maintain consistency
6.68,1,2,1,68,High,Placed,Maintain consistency
6.59,0,1,0,96,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.24,0,1,0,87,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.82,0,1,0,95,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.38,0,1,0,88,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.95,0,1,0,98,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.29,0,1,0,93,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.48,0,1,0,87,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.45,0,1,0,92,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.8,0,1,0,84,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.57,0,1,0,97,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.3,2,1,0,74,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.36,3,1,0,65,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.87,2,1,0,72,High,Placed,"Improve projects, Gain certifications"
7.07,3,1,0,72,High,Placed,"Improve projects, Gain certifications"
6.28,3,1,0,57,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.37,2,1,0,64,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.52,2,1,0,58,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.49,3,1,0,62,High,Placed,"Improve projects, Gain certifications"
6.32,2,1,0,62,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.45,3,1,0,63,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
9.21,2,3,2,82,High,Placed,Maintain consistency
9.52,2,4,2,86,High,Placed,Maintain consistency
9.23,2,4,3,77,High,Placed,Maintain consistency
8.3,3,4,3,85,High,Placed,Maintain consistency
8.83,3,3,2,94,High,Placed,Maintain consistency
9.07,2,4,2,97,High,Placed,Maintain consistency
9.24,2,4,3,94,High,Placed,Maintain consistency
8.65,3,3,3,95,High,Placed,Maintain consistency
8.99,3,4,2,84,High,Placed,Maintain consistency
9.69,2,3,2,90,High,Placed,Maintain consistency
8.07,0,1,0,61,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
9.05,0,1,0,59,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.71,0,1,0,63,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.19,0,1,0,58,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.19,0,1,0,65,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.31,0,1,0,71,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
9.07,0,1,0,58,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.66,0,1,0,59,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.3,0,1,0,53,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.45,0,1,0,56,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.65,3,4,2,93,High,Placed,Improve CGPA
6.56,3,4,3,80,High,Placed,Improve CGPA
6.07,3,3,3,86,High,Placed,Improve CGPA
5.73,2,4,3,90,High,Placed,Improve CGPA
6.22,2,3,3,91,High,Placed,Improve CGPA
5.64,2,3,2,78,High,Placed,Improve CGPA
5.7,2,4,3,86,High,Placed,Improve CGPA
5.41,3,3,2,72,High,Placed,Improve CGPA
6.43,3,3,3,84,High,Placed,Improve CGPA
6.24,2,4,3,78,High,Placed,Improve CGPA
5.0,0,1,0,48,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.0,0,1,0,48,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.54,0,1,0,56,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.38,0,1,0,53,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.89,0,1,0,49,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.32,0,1,0,54,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.71,0,1,0,47,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.01,0,1,0,55,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.46,0,1,0,51,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.46,0,1,0,55,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.11,1,2,1,62,High,Placed,Maintain consistency
6.99,1,2,1,69,High,Placed,Maintain consistency
6.7,1,2,1,64,High,Placed,Maintain consistency
7.08,1,2,1,74,High,Placed,Maintain consistency
7.3,1,2,1,71,High,Placed,Maintain consistency
7.93,1,2,1,72,High,Placed,Maintain consistency
7.07,1,2,1,70,High,Placed,Maintain consistency
7.49,1,2,1,71,High,Placed,Maintain consistency
7.43,1,2,1,74,High,Placed,Maintain consistency
6.78,1,2,1,63,High,Placed,Maintain consistency
6.54,0,1,0,98,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.88,0,1,0,89,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.42,0,1,0,91,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.4,0,1,0,85,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.58,0,1,0,95,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.44,0,1,0,95,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.02,0,1,0,95,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.64,0,1,0,92,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.72,0,1,0,89,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.97,0,1,0,89,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.38,2,1,0,72,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.6,3,1,0,69,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
6.88,2,1,0,76,High,Placed,"Improve projects, Gain certifications"
6.66,3,1,0,71,High,Placed,"Improve projects, Gain certifications"
6.05,3,1,0,57,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.49,2,1,0,64,High,Placed,"Improve CGPA, Improve projects, Gain certifications"
5.84,2,1,0,56,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.46,3,1,0,65,High,Placed,"Improve projects, Gain certifications"
6.39,2,1,0,57,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
6.05,3,1,0,60,High,Placed,"Improve CGPA, Improve projects, Gain certifications, Focus on aptitude"
9.01,2,3,2,84,High,Placed,Maintain consistency
9.01,2,4,2,93,High,Placed,Maintain consistency
8.98,2,4,3,84,High,Placed,Maintain consistency
8.59,3,4,3,82,High,Placed,Maintain consistency
8.18,3,3,2,87,High,Placed,Maintain consistency
9.39,2,4,2,95,High,Placed,Maintain consistency
9.18,2,4,3,90,High,Placed,Maintain consistency
8.91,3,3,3,96,High,Placed,Maintain consistency
9.04,3,4,2,84,High,Placed,Maintain consistency
9.89,2,3,2,81,High,Placed,Maintain consistency
8.04,0,1,0,62,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.88,0,1,0,54,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.41,0,1,0,64,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.21,0,1,0,59,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.25,0,1,0,69,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.13,0,1,0,62,Medium,Placed,"Focus on internships, Improve projects, Gain certifications"
8.69,0,1,0,61,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.78,0,1,0,56,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
7.9,0,1,0,58,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
8.66,0,1,0,64,Medium,Placed,"Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.46,3,4,2,93,High,Placed,Improve CGPA
6.14,3,4,3,79,High,Placed,Improve CGPA
5.96,3,3,3,90,High,Placed,Improve CGPA
5.88,2,4,3,94,High,Placed,Improve CGPA
6.19,2,3,3,89,High,Placed,Improve CGPA
5.89,2,3,2,83,High,Placed,Improve CGPA
5.79,2,4,3,87,High,Placed,Improve CGPA
5.76,3,3,2,77,High,Placed,Improve CGPA
5.94,3,3,3,83,High,Placed,Improve CGPA
6.84,2,4,3,79,High,Placed,Improve CGPA
5.0,0,1,0,48,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.37,0,1,0,52,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.8,0,1,0,55,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.72,0,1,0,57,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.52,0,1,0,45,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.09,0,1,0,56,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.86,0,1,0,53,Low,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.53,0,1,0,63,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.45,0,1,0,54,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
5.96,0,1,0,59,Medium,Unplaced,"Improve CGPA, Focus on internships, Improve projects, Gain certifications, Focus on aptitude"
6.5,1,2,1,65,High,Placed,Maintain consistency
6.26,1,2,1,67,High,Placed,Maintain consistency
6.96,1,2,1,64,High,Placed,Maintain consistency
7.93,1,2,1,68,High,Placed,Maintain consistency
6.94,1,2,1,64,High,Placed,Maintain consistency
7.77,1,2,1,66,High,Placed,Maintain consistency
7.13,1,2,1,72,High,Placed,Maintain consistency
7.27,1,2,1,73,High,Placed,Maintain consistency
7.42,1,2,1,77,High,Placed,Maintain consistency
6.94,1,2,1,63,High,Placed,Maintain consistency
6.31,0,1,0,98,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
5.78,0,1,0,93,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
6.28,0,1,0,89,High,Placed,"Improve CGPA, Focus on internships, Improve projects, Gain certifications"
